Provider State	Provider Name	Penalty Date	Penalty Type	Fine Amount
OK	CHECOTAH NURSING CENTER	08/31/2017	Fine	6500
OH	BEEGHLY OAKS CENTER FOR REHABILITATION & HEALING	12/21/2016	Fine	6175
PA	NUGENT CONVALESCENT HOME	08/17/2017	Fine	6893
TN	APPLINGWOOD HEALTH CARE CENTER	08/25/2016	Fine	27233
OK	WARR ACRES NURSING CENTER	06/20/2018	Payment Denial	
SC	MAGNOLIA MANOR - INMAN	09/13/2018	Fine	84549
OK	THE SPRINGS SKILLED NURSING AND THERAPY	10/10/2016	Fine	5001
OK	HILLCREST MANOR	08/17/2016	Fine	1750
OH	COVENANT VILLAGE OF GREEN TOWNSHIP	07/18/2016	Fine	3291
OH	OHIO LIVING SARAH MOORE	04/06/2017	Fine	8775
OR	MARIAN ESTATES	03/27/2017	Fine	17043
PA	PARKHOUSE REHABILITATION AND NURSING CENTER	05/07/2018	Fine	57558
OK	SOUTHERN OAKS CARE CENTER	04/24/2017	Fine	26572
OK	ANADARKO NURSING & REHAB	01/02/2018	Fine	6655
OK	HERITAGE VILLA NURSING CENTER	08/16/2017	Fine	5439
PA	GROVE AT NORTH HUNTINGDON, THE	01/11/2017	Payment Denial	
SD	REGIONAL HEALTH CARE CENTER	01/26/2017	Fine	124691
PA	ATTLEBORO NURSING AND REHAB CE	09/08/2017	Fine	6893
PA	LITTLE FLOWER MANOR OF DIOCESE	05/24/2017	Fine	3250
OK	MUSKOGEE NURSING CENTER	12/01/2016	Fine	25320
OK	BROOKWOOD SKILLED NURSING AND THERAPY	09/07/2016	Fine	6271
PA	LIBERTY CENTER FOR REHABILITATION AND NURSING	08/25/2017	Payment Denial	
TX	OAKMONT HEALTHCARE AND REHABILITATION CENTER OF KA	09/26/2017	Fine	13305
OK	BARNSDALL NURSING HOME	12/04/2018	Payment Denial	
PA	BROAD MOUNTAIN HEALTH AND REHABILITATION CENTER	05/31/2017	Payment Denial	
SC	SALUDA NURSING CENTER	07/05/2016	Fine	6500
SC	EMERITUS AT GREENVILLE	11/16/2017	Fine	100000
OR	AVAMERE COURT AT KEIZER	08/11/2016	Fine	1991
OK	LINDSAY NURSING & REHAB	03/05/2018	Fine	8590
SD	COVINGTON CARE AND REHABILITATION CENTER	12/28/2016	Payment Denial	
SD	SOUTHRIDGE HEALTH CARE CENTER	03/13/2018	Fine	80760
PA	ALLIED SERVICES SKILLED NURSING CENTER	11/17/2017	Fine	6893
SC	LIFE CARE CENTER OF CHARLESTON	08/03/2017	Fine	13627
OK	BROADWAY LIVING CENTER	03/14/2017	Fine	6152
PA	SHOOK HOME THE	06/02/2017	Fine	82596
SC	THE RIDGE REHABILITATION AND HEALTHCARE CENTER, LL	05/10/2017	Fine	147964
SC	HEARTLAND OF WEST ASHLEY REHAB AND NURSING CENTER	09/27/2017	Fine	9750
TX	CISCO NURSING & REHABILITATION	11/09/2018	Fine	10273
PA	LOYALHANNA CARE CENTER	02/17/2017	Fine	133369
OK	BALLARD NURSING CENTER	08/13/2018	Fine	6642
PA	GETTYSBURG CENTER	06/20/2016	Fine	77431
OK	FOUNTAIN VIEW MANOR, INC	07/07/2016	Fine	26600
OR	AVAMERE RIVERPARK OF EUGENE	08/02/2016	Fine	48139
OK	AMBASSADOR MANOR NURSING CENTER	02/14/2017	Fine	160450
PA	WELLINGTON TERRACE	11/02/2018	Fine	7153
SC	HEARTLAND HEALTH AND REHABILITATION CARE CENTER-HA	04/14/2018	Payment Denial	
PA	WOODLAND PARK REHAB CENTER	01/05/2018	Fine	7023
OK	HOBART NURSING & REHAB	04/05/2018	Payment Denial	
OK	MCMAHON-TOMLINSON NURSING CENTER	07/31/2017	Fine	7150
PA	OAK HILL HEALTHCARE AND REHABILITATION CENTER	06/01/2017	Payment Denial	
PA	GARDENS AT WYOMING VALLEY, THE	10/03/2017	Fine	8648
PA	WHITESTONE CARE CENTER	01/12/2017	Payment Denial	
PA	MEADOW VIEW HEALTHCARE AND REHABILITATION CENTER	11/07/2017	Fine	7673
OR	ROBISON JEWISH HEALTH CENTER	12/05/2016	Fine	7750
PA	MANORCARE HEALTH SERVICES-YORK SOUTH	02/21/2018	Fine	92459
OK	HERITAGE HILLS LIVING & REHABILITATION CENTER	04/14/2017	Fine	69312
OR	MILTON FREEWATER HEALTH AND REHABILITATION CENTER	10/26/2018	Payment Denial	
PA	SWEDEN VALLEY MANOR	01/04/2017	Fine	2600
OK	GREEN COUNTRY CARE CENTER	04/25/2018	Fine	16763
PA	STERLING HEALTH CARE AND REHAB CENTER	12/11/2017	Fine	32481
PA	MANORCARE HEALTH SERVICES-BETHLEHEM (2021)	08/05/2016	Fine	169000
OK	POCOLA HEALTH AND REHAB	09/06/2018	Payment Denial	
OR	AVAMERE REHABILITATION OF KING CITY	04/30/2018	Fine	7803
PA	WATSONTOWN REHABILITATION AND NURSING CENTER	09/29/2017	Fine	8908
PA	ARBUTUS PARK MANOR	12/23/2016	Fine	7117
OK	MEADOWLAKE ESTATES	05/12/2018	Fine	6500
OK	ELMBROOK HOME	01/20/2017	Fine	12042
OR	SECORA REHABILITATION OF CASCADIA	07/09/2018	Payment Denial	
OH	OTTERBEIN MIDDLETOWN	02/06/2017	Fine	2717
PA	KADIMA REHABILITATION & NURSING AT LUZERNE	10/18/2017	Fine	6893
PA	MOUNTAIN VIEW CARE AND REHABILITATION CENTER	12/27/2017	Payment Denial	
OR	MEADOW PARK HEALTH & SPECIALTY CARE CENTER	07/14/2017	Fine	10618
OK	LINDSAY NURSING & REHAB	04/17/2017	Fine	9582
PA	LOYALHANNA CARE CENTER	06/14/2018	Fine	188607
OR	BAYCREST HEALTH CENTER	02/16/2018	Fine	28230
PA	GROVE AT LATROBE, THE	04/05/2017	Fine	13627
OR	HEARTHSTONE NURSING AND REHABILITATION CENTER	05/24/2018	Fine	6500
OR	PARK FOREST CARE CENTER	01/26/2017	Fine	13325
SC	HERITAGE HOME OF FLORENCE INC	07/06/2016	Fine	9848
PA	PLATINUM RIDGE CTR FOR REHAB & HEALING	01/25/2017	Fine	4000
SC	SIMPSONVILLE REHABILITATION AND HEALTHCARE CENTER,	01/19/2018	Fine	7153
OR	VILLAGE AT HILLSIDE	06/02/2016	Fine	975
OR	CASCADE MANOR	08/02/2018	Fine	8125
SC	MAGNOLIA MANOR - INMAN	09/22/2016	Fine	110884
OH	THE PAVILION REHABILITATION AND NURSING CENTER	08/22/2016	Fine	4875
OH	GARDENS OF MCGREGOR AND AMASA STONE	08/29/2017	Fine	12675
OK	BROADWAY LIVING CENTER	09/20/2017	Payment Denial	
OH	WIDOWS HOME OF DAYTON	07/29/2017	Fine	2097
PA	MANORCARE HEALTH SERVICES-KINGSTON COURT	01/26/2017	Fine	2121
OR	PACIFIC HEALTH AND REHABILITATION	11/21/2017	Fine	45195
OK	NOBLE HEALTH CARE CENTER	07/28/2016	Fine	1105
OK	LANDMARK OF MIDWEST CITY REHABILITATION AND NURSIN	01/04/2018	Fine	53950
SD	REGIONAL HEALTH CARE CENTER	03/28/2018	Fine	84947
OH	SPRINGFIELD MASONIC COMMUNITY	02/08/2017	Fine	8385
SC	INMAN HEALTHCARE	08/01/2018	Payment Denial	
VA	THE LAURELS OF UNIVERSITY PARK	06/15/2018	Fine	12678
UT	BELLA TERRA ST GEORGE	07/13/2017	Payment Denial	
PA	NOTTINGHAM VILLAGE	08/29/2017	Fine	6893
OK	BLUE RIVER HEALTHCARE, INC	02/07/2018	Payment Denial	
OK	BARTLESVILLE HEALTH AND REHABILITATION COMMUNITY	06/30/2016	Payment Denial	
OK	SOUTH POINTE REHABILITATION AND CARE CENTER	06/23/2017	Fine	6500
SC	OPUS POST ACUTE REHABILITATION	12/18/2017	Fine	43953
PA	WILLOWBROOKE CTSKDCARECTR ATNORMANDY FARMS ESTATES	05/15/2017	Fine	13627
OH	HARMONY COURT REHAB AND NURSING	10/30/2018	Fine	8388
SC	CONWAY MANOR	03/14/2018	Fine	36498
PA	CARING HEART REHABILITATION AND NURSING CENTER	10/21/2016	Fine	3941
SC	MAGNOLIA MANOR - GREENVILLE	12/14/2016	Fine	271263
OR	AVAMERE REHABILITATION OF NEWPORT	03/26/2018	Fine	5500
PA	MANORCARE HEALTH SERVICES-CARLISLE	11/18/2016	Fine	127283
OH	SPRINGFIELD NURSING & INDEPENDENT LIVING	03/08/2018	Fine	8125
OH	ST LUKE LUTHERAN COMMUNITY-PORTAGE LAKES	12/01/2016	Fine	60978
PA	MANORCARE HEALTH SERVICES-POTTSVILLE	01/27/2017	Fine	108473
OK	WILKINS HEALTH & REHABILITATION COMMUNITY	07/18/2017	Payment Denial	
SC	GREENWOOD TRANSITIONAL REHABILITATION UNIT	05/17/2017	Fine	9750
OK	BROOKSIDE NURSING CENTER	01/04/2017	Fine	2024
PA	MANORCARE HEALTH SERVICES-PITTSBURGH	04/13/2018	Fine	13000
OK	BROOKSIDE NURSING CENTER	04/19/2017	Payment Denial	
OR	MARQUIS MT TABOR	03/26/2018	Fine	6500
SC	INMAN HEALTHCARE	02/09/2017	Fine	75397
OK	ANTLERS MANOR	08/28/2018	Fine	13627
OR	PACIFIC HEALTH AND REHABILITATION	11/28/2016	Fine	45630
OH	CANTON CHRISTIAN HOME	12/19/2018	Fine	38034
OK	GRACEWOOD HEALTH & REHAB	12/13/2017	Fine	94773
OH	KINGSTON CARE CENTER OF SYLVANIA	10/24/2017	Fine	7150
RI	RESPIRATORY AND REHABILITATION CENTER OF RI	10/24/2017	Fine	53567
OR	AVAMERE REHABILITATION OF LEBANON	09/05/2018	Fine	5000
TN	LIFE CARE CENTER OF OOLTEWAH	09/28/2016	Fine	78250
SC	CONWAY MANOR	03/14/2018	Payment Denial	
PA	MOUNTAIN LAUREL HEALTHCARE AND REHABILITATION CTR	06/07/2017	Fine	16805
PA	CHAMBERS POINTE HEALTH CARE CENTER	08/30/2017	Fine	7803
OK	OAKRIDGE NURSING CENTER	07/19/2018	Fine	31678
OK	LINDSAY NURSING & REHAB	04/17/2017	Payment Denial	
OK	FOUNTAIN VIEW MANOR, INC	08/24/2016	Fine	29198
SC	THE PLACE AT PEPPER HILL	07/26/2018	Fine	47934
PA	WILLIAM HOOD DUNWOODY CARE CTR	08/31/2017	Fine	8518
OH	ISABELLE RIDGWAY POST ACUTE  CARE CAMPUS LLC	08/23/2018	Fine	183311
PA	BETHANY VILLAGE RETIREMENT CENTER	04/26/2017	Fine	1950
OK	BURFORD MANOR	01/27/2017	Payment Denial	
SC	GOLDEN AGE - INMAN	06/08/2018	Fine	122915
PA	MANORCARE HEALTH SERVICES-ALLENTOWN	08/18/2017	Fine	10605
PA	SUBURBAN WOODS HEALTH & REHA	10/26/2016	Fine	261030
PA	PREMIER AT PERRY VILLAGE FOR NURSING AND REHAB, LL	02/24/2018	Fine	64052
PA	MANATAWNY MANOR	12/10/2018	Fine	10947
OK	EMERALD CARE CENTER CLAREMORE	10/11/2018	Fine	28551
PA	GROVE AT GREENVILLE, THE	01/24/2018	Fine	30133
OK	EDWARDS REDEEMER HEALTH & REHAB	04/18/2018	Fine	39156
OK	HARRAH NURSING CENTER	01/19/2017	Payment Denial	
SC	COMMANDER NURSING CENTER	07/31/2018	Fine	101618
OH	CONTINIUING HEALTHCARE AT WILLOW HAVEN	08/03/2017	Fine	48460
RI	ORCHARD VIEW MANOR	04/04/2017	Fine	29543
OH	CONTINUING HEALTHCARE AT BECKETT HOUSE	01/17/2017	Fine	3413
SC	LINVILLE COURT AT THE CASCADES VERDAE	08/15/2018	Payment Denial	
PA	WILLIAM PENN CARE CENTER	03/01/2017	Fine	8063
PA	JULIA RIBAUDO EXTENDED CARE CENTER	09/28/2017	Payment Denial	
OK	HILLCREST MANOR	04/06/2017	Fine	2735
PA	REGINA COMMUNITY NURSING CENTE	03/01/2018	Fine	80119
PA	GARDENS AT ORANGEVILLE, THE	06/21/2017	Fine	13005
PA	GARDENS AT BLUE RIDGE, THE	03/09/2018	Fine	271885
OK	SAND SPRINGS NURSING AND REHABILITATION	07/18/2018	Fine	26845
PA	HEARTHSIDE REHAB CENTER	10/27/2017	Fine	16205
RI	HEBERT NURSING HOME	07/18/2018	Fine	65884
PA	GARDENS AT WEST SHORE, THE	08/12/2016	Payment Denial	
OH	WAYSIDE FARM INC	06/20/2016	Fine	81031
OK	FORREST MANOR NURSING CENTER	09/24/2018	Fine	6500
OH	COVENANT VILLAGE OF GREEN TOWNSHIP	03/12/2018	Fine	13626
OK	FOUR SEASONS REHABILITATION & CARE	03/08/2018	Fine	7500
OK	EL RENO POST-ACUTE REHABILITATION CENTER	08/07/2018	Fine	2145
OR	PRESTIGE POST-ACUTE & REHAB CENTER - MILWAUKIE	09/13/2018	Fine	6500
PA	WILLIAM PENN CARE CENTER	05/17/2018	Fine	16205
PA	CENTENNIAL HEALTHCARE AND REHABILITATION CENTER	07/16/2018	Fine	51090
OH	BRETHREN CARE VILLAGE HEALTH CARE CENTER	06/23/2017	Fine	85406
PA	ARBUTUS PARK MANOR	10/05/2017	Payment Denial	
SC	MAGNOLIA MANOR - COLUMBIA	06/14/2017	Fine	33363
OR	AVAMERE REHABILITATION OF OREGON CITY	01/31/2018	Fine	6500
SC	HOSANNA HEALTH AND REHAB OF PIEDMONT	12/14/2016	Fine	200000
OR	INDEPENDENCE HEALTH AND REHABILITATION CENTER	03/30/2018	Fine	7150
PA	HAMPTON HOUSE	01/12/2018	Fine	6893
OK	GEARY COMMUNITY NURSING HOME	10/18/2016	Payment Denial	
OK	RAINBOW HEALTH CARE COMMUNITY	03/20/2017	Fine	13857
OK	COLONIAL MANOR NURSING HOME, INC	04/24/2018	Payment Denial	
SC	RIDGEWAY MANOR HEALTHCARE CENTER	05/31/2017	Fine	3970
PA	GROVE AT GREENVILLE, THE	06/11/2018	Fine	13505
PA	OXFORD HEALTH CENTER	06/06/2017	Fine	10523
OR	GOOD SAMARITAN SOCIETY - FAIRLAWN VILLAGE	12/29/2017	Fine	6500
OK	WILDWOOD CARE CENTER, INC	07/17/2018	Fine	43230
OK	SUNSET ESTATES OF PURCELL	02/09/2017	Fine	814
OK	BROOKSIDE NURSING CENTER	09/20/2017	Fine	11661
PA	ORCHARD MANOR, INC	09/21/2018	Fine	8518
OH	SIENNA SKILLED NURSING & REHABILITATION	08/31/2016	Fine	2600
OK	BLUE RIVER HEALTHCARE, INC	07/27/2017	Fine	2030
OH	SCIOTO POINTE	08/30/2017	Fine	20910
RI	SOUTH KINGSTOWN NURSING AND REHAB CTR	10/05/2018	Fine	7803
PA	OHESSON MANOR	10/26/2018	Payment Denial	
SC	PRUITTHEALTH-CONWAY AT CONWAY MEDICAL CENTER	04/13/2017	Fine	3518
SC	INMAN HEALTHCARE	08/01/2018	Fine	133494
SC	PRUITTHEALTH-BLYTHEWOOD	09/15/2017	Fine	99267
OH	KINGSTON CARE CENTER OF SYLVANIA	06/28/2017	Fine	6500
OK	RIVERSIDE HEALTH SERVICES LLC	03/30/2017	Fine	42204
OH	SHILOH SPRINGS CARE CENTER INC	11/15/2018	Payment Denial	
OK	HERITAGE PARK	05/02/2017	Payment Denial	
OK	LEISURE VILLAGE HEALTH CARE CENTER	02/01/2018	Fine	6500
OH	MAPLECREST NURSING AND HTA	01/18/2018	Fine	6500
SC	SIMPSONVILLE REHABILITATION AND HEALTHCARE CENTER,	07/10/2018	Fine	13627
SC	WOODRUFF MANOR	09/28/2017	Fine	13627
PA	MAPLEWOOD NURSING AND REHAB  CENTER	12/16/2016	Fine	3941
OK	CEDARCREST CARE CENTER	05/31/2017	Fine	9692
PA	PHOENIX  CENTER FOR REHABILITATION AND NURSING,THE	08/28/2018	Payment Denial	
OR	CHEHALEM HEALTH & REHAB	08/20/2018	Fine	18105
OK	ANADARKO NURSING & REHAB	01/02/2018	Payment Denial	
OK	GEARY COMMUNITY NURSING HOME	03/14/2017	Fine	25127
PA	LUTHERAN HOME AT HOLLIDAYSBURG	07/31/2018	Fine	36797
OR	GOOD SAMARITAN SOCIETY - CURRY VILLAGE	10/06/2017	Fine	6500
SC	EMERITUS AT GREENVILLE	11/16/2017	Payment Denial	
PA	RIVERSIDE HEALTHCARE AND REHABILITATION CENTER	04/21/2017	Payment Denial	
OR	AVAMERE REHABILITATION OF COOS BAY	01/29/2018	Fine	28790
PA	GARDENS AT WEST SHORE, THE	05/18/2017	Payment Denial	
OR	CHEHALEM HEALTH & REHAB	08/20/2018	Fine	87120
OK	THE REGENCY SKILLED NURSING AND THERAPY	07/05/2016	Fine	8515
OR	LIFE CARE CENTER OF MCMINNVILLE	08/24/2016	Fine	2121
OH	ISABELLE RIDGWAY POST ACUTE  CARE CAMPUS LLC	02/13/2017	Fine	20125
OR	GATEWAY CARE AND RETIREMENT	08/24/2017	Fine	38961
SC	BLUE RIDGE IN GEORGETOWN	10/16/2018	Payment Denial	
OR	SECORA REHABILITATION OF CASCADIA	09/30/2016	Fine	25253
OK	EDMOND HEALTH CARE CENTER	04/05/2017	Fine	27521
OR	CRESWELL HEALTH AND REHABILITATION CENTER	01/31/2018	Payment Denial	
PA	VALLEY VIEW HAVEN, INC	10/20/2017	Fine	6893
OH	JACKSON RIDGE REHABILITATION AND CARE CENTER	09/28/2017	Fine	8775
OH	CYPRESS POINTE HEALTH CAMPUS	01/14/2019	Fine	27619
OK	SOUTH POINTE REHABILITATION AND CARE CENTER	10/17/2017	Fine	11370
OH	HEARTLAND OF DUBLIN	08/10/2017	Fine	7275
RI	OVERLOOK NURSING AND REHABILITATION CENTER	04/10/2018	Fine	42114
OR	LAGRANDE POST ACUTE REHAB	05/19/2017	Fine	10075
SC	PRINCE GEORGE HEALTHCARE CENTER	07/27/2018	Payment Denial	
SC	GREER REHABILITATION AND HEALTHCARE CENTER	08/25/2017	Fine	6632
OR	PACIFIC HEALTH AND REHABILITATION	11/28/2016	Fine	7800
PA	TOWNE MANOR WEST	07/16/2018	Fine	11053
PR	RYDER MEMORIAL HOSPITAL INC	07/27/2018	Fine	6250
OR	AVAMERE REHABILITATION OF KING CITY	04/30/2018	Fine	16084
OH	ELIZA BRYANT CENTER	05/10/2018	Fine	12675
OH	WESTERN RESERVE MASONIC COMM	09/08/2017	Fine	13500
PA	HARMAR VILLAGE CARE CENTER	03/20/2017	Fine	7803
OH	GLENWOOD CARE AND REHABILITATION	04/21/2017	Payment Denial	
OR	HIGHLAND HOUSE	06/30/2017	Fine	8775
PA	BROOKMONT HEALTHCARE CENTER LLC	02/28/2017	Fine	7543
PA	MILTON REHABILITATION AND NURSING CENTER	04/23/2018	Fine	69264
OR	MYRTLE POINT CARE CENTER	10/31/2018	Payment Denial	
OH	GARDENS OF MCGREGOR AND AMASA STONE	05/05/2017	Fine	7445
OH	BELMONT MANOR	10/11/2018	Fine	21008
PA	PAUL'S RUN	02/09/2017	Fine	3291
PA	SUBURBAN WOODS HEALTH & REHA	04/04/2017	Fine	231525
OK	ANADARKO NURSING & REHAB	04/18/2018	Payment Denial	
OK	EDWARDS REDEEMER HEALTH & REHAB	01/22/2019	Payment Denial	
OK	DR W F & MADA DUNAWAY MANOR	12/16/2016	Fine	4688
SC	PRUITTHEALTH- RIDGEWAY	08/03/2017	Fine	13627
SC	THE PLACE AT PEPPER HILL	02/01/2017	Payment Denial	
OK	BEADLES NURSING HOME	02/24/2017	Fine	2013
OK	WAGONER HEALTH & REHAB	05/03/2017	Payment Denial	
RI	TOCKWOTTON ON THE WATERFRONT	09/30/2018	Fine	129273
PA	DR ARTHUR CLIFTON MCKINLEY CTR	06/19/2017	Fine	125632
SC	PRUITTHEALTH-BLYTHEWOOD	03/29/2017	Fine	4237
SC	SUMTER EAST HEALTH & REHABILITATION CENTER	05/06/2017	Fine	7125
PA	MANORCARE HEALTH SERVICES-LANCASTER	09/15/2017	Fine	55013
SC	PEACHTREE CENTRE	01/03/2017	Fine	83356
OK	SOUTHERN OAKS CARE CENTER	07/17/2018	Fine	12028
PA	MOUNTAIN LAUREL HEALTHCARE AND REHABILITATION CTR	09/12/2016	Fine	379922
PA	RIVERSIDE HEALTHCARE AND REHABILITATION CENTER	09/27/2017	Payment Denial	
PA	JEWISH HOME OF EASTERN PENNSYL	02/16/2018	Fine	9428
SC	DUNDEE MANOR, LLC	12/13/2017	Payment Denial	
OK	BRENTWOOD EXTENDED CARE & REHAB	02/08/2018	Fine	70289
OK	GEARY COMMUNITY NURSING HOME	11/08/2017	Fine	52270
PA	WAYNE WOODLANDS MANOR	04/14/2017	Fine	8709
OR	LAGRANDE POST ACUTE REHAB	09/12/2016	Fine	14641
OK	VIA CHRISTI VILLAGE PONCA CITY, INC.	07/24/2017	Fine	7150
OH	VERANDA GARDENS & ASSISTED LIVING	03/29/2017	Fine	8000
PA	PICKERING MANOR HOME	07/27/2018	Fine	59940
OR	COAST FORK NURSING CENTER	04/21/2017	Fine	22614
OH	INDIANSPRING OF OAKLEY	05/18/2017	Fine	73086
SC	DUNDEE MANOR, LLC	12/13/2017	Fine	15580
SC	PETRA HEALTH & REHAB OF MCCORMICK	08/23/2018	Fine	18636
PA	MEYERSDALE HEALTHCARE AND REHABILITATION CENTER	12/29/2016	Fine	829429
SC	LAKE MOULTRIE NURSING HOME	03/07/2017	Fine	3421
PA	GROVE AT LATROBE, THE	07/20/2018	Payment Denial	
PA	MOUNTAIN LAUREL HEALTHCARE AND REHABILITATION CTR	03/17/2017	Fine	10663
PA	MANORCARE HEALTH SERVICES-KINGSTON	12/22/2017	Payment Denial	
OK	GREENBRIER NURSING HOME	05/24/2018	Fine	6500
SC	PRUITTHEALTH- DILLON	06/29/2017	Fine	13393
RI	CHARLESGATE NURSING CENTER	08/03/2018	Fine	9428
PA	RICHFIELD HEALTHCARE AND REHABILITATION CENTER	11/14/2017	Fine	9038
OK	RAINBOW HEALTH CARE COMMUNITY	08/23/2018	Fine	6500
PA	GARDENS AT MILLVILLE, THE	08/04/2016	Fine	2511
OR	HIGHLAND HOUSE	03/17/2017	Fine	6500
OK	HARRAH NURSING CENTER	01/19/2017	Fine	18636
OH	CRYSTAL CARE OF COAL GROVE	07/14/2016	Fine	3900
PA	ATHENS HEALTH AND REHABILITATION CENTER	12/16/2016	Fine	104832
PA	SUBURBAN WOODS HEALTH & REHA	04/04/2017	Payment Denial	
OR	FERNHILL ESTATES	02/06/2018	Fine	13325
SC	HEARTLAND HEALTH AND REHABILITATION CARE CENTER-HA	08/24/2017	Fine	6826
PA	ST FRANCIS CENTER FOR REHABILITATION & HEALTHCARE	08/23/2017	Fine	449326
OK	ANTLERS MANOR	10/27/2016	Fine	6113
OK	FORREST MANOR NURSING CENTER	09/24/2018	Payment Denial	
PA	TWIN LAKES REHABILITATION AND HEALTHCARE CENTER	05/11/2018	Fine	222547
OR	AVAMERE REHABILITATION OF HILLSBORO	10/11/2016	Fine	14140
OH	SPRINGFIELD MASONIC COMMUNITY	12/13/2017	Fine	38489
OR	REGENCY ALBANY	03/14/2018	Fine	54587
OK	HERITAGE MANOR	03/16/2017	Payment Denial	
TX	DFW NURSING & REHAB	12/21/2016	Fine	24890
PA	AVENTURA AT PROSPECT	08/17/2017	Fine	55665
OK	SOUTH POINTE REHABILITATION AND CARE CENTER	05/10/2018	Payment Denial	
SC	DUNDEE MANOR, LLC	06/09/2016	Fine	5200
OK	SENIOR SUITES HEALTHCARE	11/16/2016	Payment Denial	
OK	ST. ANN'S SKILLED NURSING AND THERAPY	10/12/2017	Fine	4225
OR	ROSE HAVEN NURSING CENTER	11/14/2017	Fine	7150
PA	CATHEDRAL VILLAGE	04/12/2018	Fine	152093
OH	ANDERSON, THE	07/24/2017	Fine	6500
SD	COVINGTON CARE AND REHABILITATION CENTER	12/28/2016	Fine	190778
PA	GREEN MEADOWS NURSING & REHABILITATION CENTER	03/27/2017	Fine	147225
PA	MEADOWVIEW REHABILITATION AND NURSING CENTER	10/25/2018	Fine	9883
OK	PURCELL CARE CENTER, LLC	10/31/2017	Fine	13845
OH	OHIO VETERANS HOME	06/25/2017	Fine	6500
OH	BEAVERCREEK HEALTH AND REHAB	06/08/2017	Fine	27852
OR	WINDSOR HEALTH & REHABILITATION CENTER	10/10/2017	Fine	6500
SC	BETHEA BAPTIST HEALTHCARE CENTER	01/18/2019	Fine	6633
PA	WHITESTONE CARE CENTER	08/04/2016	Payment Denial	
OK	CIMARRON NURSING CENTER	01/19/2017	Payment Denial	
OK	VIA CHRISTI VILLAGE PONCA CITY, INC.	04/18/2018	Fine	52877
PA	SAINT JOSEPH VILLA	03/17/2017	Fine	9363
SC	BLUE RIDGE OF SUMTER	01/17/2019	Fine	13905
OR	PRESTIGE POST-ACUTE & REHAB CENTER - MCMINNVILLE	03/02/2018	Fine	53089
OK	BELLEVUE HEALTH & REHABILITATION CENTER	12/03/2018	Fine	10205
OR	GATEWAY CARE AND RETIREMENT	04/10/2017	Fine	14206
SC	LIFE CARE CENTER OF COLUMBIA	08/24/2017	Fine	10606
PA	MONROEVILLE REHABILITATION AND WELLNESS CENTER	03/07/2018	Fine	6893
PA	FOX SUBACUTE AT SOUTH PHILADELPHIA	08/07/2017	Payment Denial	
PA	CENTRE CREST	11/18/2016	Fine	31177
OR	MARQUIS HOPE VILLAGE	04/05/2018	Fine	6500
PA	ST MONICA CENTER FOR REHABILITATION & HEALTHCARE	01/26/2018	Fine	9168
OK	MCMAHON-TOMLINSON NURSING CENTER	10/18/2017	Fine	9750
SC	JOHN EDWARD HARTER NURSING CENTER	07/07/2016	Fine	8000
OR	PRESTIGE POST-ACUTE & REHAB CENTER - MCMINNVILLE	08/11/2017	Fine	227693
OR	WILLOWBROOK TERRACE	01/30/2017	Fine	7964
OH	BEAVERCREEK HEALTH AND REHAB	07/14/2016	Fine	5214
OK	CHEROKEE COUNTY NURSING CENTER	09/01/2016	Fine	38255
SC	PRINCE GEORGE HEALTHCARE CENTER	07/27/2018	Fine	391352
PA	BRIDGEVILLE REHABILITATION & CARE CENTER	06/12/2018	Fine	8518
OK	GRACE LIVING CENTER-JENKS	06/21/2017	Fine	19929
OR	SECORA REHABILITATION OF CASCADIA	06/13/2017	Fine	8125
OR	AVAMERE HEALTH SERVICES OF ROGUE VALLEY	12/05/2018	Fine	30212
SC	THE ARBORETUM AT THE WOODLANDS	01/15/2019	Fine	13905
OH	ST CLARE COMMONS	03/28/2017	Fine	71189
PA	SARAH A TODD MEMORIAL HOME	05/12/2017	Fine	11378
OK	WARR ACRES NURSING CENTER	06/20/2018	Fine	6500
PA	BRIGHTON REHABILITATION AND WELLNESS CENTER	01/30/2017	Fine	13627
OK	THE REGENCY SKILLED NURSING AND THERAPY	03/08/2017	Payment Denial	
PA	BRANDYWINE HALL	03/20/2018	Fine	143598
OK	GREEN COUNTRY CARE CENTER	07/19/2018	Fine	6250
PA	CHESTNUT HILL LODGE HEALTH AND REHAB CTR	04/19/2017	Fine	189647
PA	ARBUTUS PARK MANOR	05/03/2018	Fine	8778
SC	MOUNT PLEASANT MANOR	12/07/2017	Payment Denial	
PA	BLOOMSBURG CARE CENTER AND REHABILITATION CENTER	08/18/2016	Fine	3350
PR	RYDER MEMORIAL HOSPITAL INC	08/16/2018	Fine	1053
SC	HEARTLAND HEALTH CARE CENTER - GREENVILLE WEST	01/10/2018	Fine	7803
PA	TWIN LAKES REHABILITATION AND HEALTHCARE CENTER	05/11/2018	Payment Denial	
PA	GOOD SHEPHERD HOME-BETHLEHEM	08/08/2016	Fine	31563
PA	PAPERMILL ROAD NURSING AND REHABILITATION CENTER	05/11/2017	Payment Denial	
OK	VIA CHRISTI VILLAGE PONCA CITY, INC.	04/18/2018	Payment Denial	
RI	WEST SHORE HEALTH CENTER	07/09/2018	Fine	10150
PA	PATRIOT, A CHOICE COMMUNITY THE	04/12/2018	Fine	185130
